SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,DAYS_CREDIT,CREDIT_DAY_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,PREDICT
106024,0,0,157500.0,448299.0,23017.5,387000.0,0.005313,-19600,365243,-9109.0,-1305,,2.0,2,2,13,0,0,0,0,0,0,,0.5510914864847888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-783.0,,,,,,,0,0,1,6,1,4,1,1,0,0,0,0,1,0,0,,,,,0.059417829133568814
106052,1,0,180000.0,1546020.0,42642.0,1350000.0,0.010006,-21072,365243,-2471.0,-4433,,2.0,2,2,12,0,0,0,0,0,0,0.5542945290775506,0.6394660790684882,0.6577838002083306,0.0773,0.0894,0.9836,0.7756,0.0751,0.0,0.1379,0.1667,0.2083,0.09,0.063,0.0779,,0.0187,0.0788,0.0928,0.9836,0.7844,0.0757,0.0,0.1379,0.1667,0.2083,0.0921,0.0689,0.0811,,0.0198,0.0781,0.0894,0.9836,0.7786,0.0755,0.0,0.1379,0.1667,0.2083,0.0916,0.0641,0.0793,,0.0191,0.1063,0.0,0.0,0.0,0.0,-2429.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,6,1,1,1,1,0,0,0,0,1,1,0,-1493.0,0.0,0.0,62676.0,0.029902384837738848
106141,0,3,180000.0,1129500.0,33156.0,1129500.0,0.026392,-13009,-3943,-2016.0,-4611,64.0,5.0,2,2,11,0,0,0,0,1,1,,0.621016507389684,0.4938628816996244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,0.0,-606.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,6,4,1,1,0,5,0,1,0,1,0,0,-971.0,0.0,0.0,22500.0,0.08497865307181368
106254,0,0,112500.0,135000.0,13482.0,135000.0,0.030755,-23437,-862,-1372.0,-4438,28.0,2.0,2,2,12,0,0,0,0,0,0,0.8450781122568883,0.6576506909824186,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3091.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,1,4,1,1,1,6,0,1,0,1,0,0,-697.0,0.0,0.0,42970.5,0.05267615644377914
106266,0,1,112500.0,144000.0,9621.0,144000.0,0.014519999999999996,-10477,-3083,-170.0,-1030,,3.0,2,2,11,0,0,0,0,0,0,0.5024469249115796,0.2319427311585574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-6.0,,,,,,,0,0,1,6,4,1,1,1,4,0,1,0,1,0,0,,,,,0.11972831973586179
106290,0,0,150750.0,1288350.0,37053.0,1125000.0,0.032561,-14580,-1919,-3052.0,-3940,,1.0,1,1,14,0,0,0,0,0,0,,0.7583910978237833,0.5334816299804352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,6,4,4,3,1,6,0,1,0,1,0,0,-2709.0,0.0,0.0,63579.15,0.07407835618149702
106301,0,0,112500.0,508495.5,21672.0,454500.0,0.030755,-19494,-1840,-9818.0,-1612,,1.0,2,2,9,0,0,0,0,1,1,0.28841123979229977,0.3486822056394223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-771.0,,,,,,,0,0,1,1,4,4,4,1,6,0,1,1,1,0,0,,,,,0.04191700594746158
106305,0,2,225000.0,814041.0,23931.0,679500.0,0.007114,-11370,-1188,-5169.0,-3847,,3.0,2,2,12,0,0,0,0,0,0,,0.5729258140795367,0.2650494299443805,0.0608,0.0674,0.9881,,,0.0,0.1379,0.2083,,0.0333,,0.0706,,0.0073,0.062,0.0699,0.9881,,,0.0,0.1379,0.2083,,0.034,,0.0736,,0.0078,0.0614,0.0674,0.9881,,,0.0,0.1379,0.2083,,0.0339,,0.0719,,0.0075,0.0571,5.0,1.0,5.0,1.0,-410.0,0.0,0.0,0.0,0.0,1.0,5.0,1,0,1,6,4,4,3,1,2,0,1,0,1,0,0,-2637.0,0.0,0.0,157500.0,0.17491432067972146
106364,0,1,112500.0,187704.0,14958.0,148500.0,0.018209,-11117,-677,-396.0,-1525,,3.0,3,3,12,0,0,0,0,0,0,0.4522912875338769,0.3590011491661472,0.33125086459090186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-434.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,6,4,4,1,1,5,0,1,0,1,0,0,-592.0,0.0,0.0,0.0,0.13229716500732316
106385,0,0,216000.0,1736937.0,47893.5,1552500.0,0.010032,-16290,-883,-4381.0,-6083,8.0,2.0,2,2,10,0,0,0,0,0,0,,0.6346273660895864,0.511891801533151,0.1299,0.0979,0.9821,0.7552,0.0297,0.14,0.1207,0.3333,0.0417,0.075,0.1059,0.1337,0.0,0.0,0.0756,0.059000000000000004,0.9821,0.7648,0.0153,0.0806,0.069,0.3333,0.0417,0.0496,0.0661,0.0811,0.0,0.0,0.1312,0.0979,0.9821,0.7585,0.0298,0.14,0.1207,0.3333,0.0417,0.0763,0.1077,0.1361,0.0,0.0,0.1732,0.0,0.0,0.0,0.0,-517.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,6,4,1,1,1,1,0,1,0,1,0,0,-565.0,0.0,0.0,30150.0,0.05858866666640364
106398,0,1,67500.0,808650.0,23773.5,675000.0,0.008625,-16261,-2061,-5962.0,-4442,,3.0,2,2,11,0,0,0,0,0,0,,0.3575682492694533,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1431.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,4,4,1,1,6,0,1,1,1,0,0,-161.0,0.0,0.0,31050.0,0.05953376049829777
106436,0,1,130500.0,301464.0,19395.0,238500.0,0.006670999999999999,-11788,-845,-4855.0,-4198,16.0,2.0,2,2,12,0,0,0,0,1,1,0.3392797418509215,0.6344042327396211,0.6925590674998008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2501.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1,1,6,4,4,3,1,3,0,1,0,1,0,0,-2497.0,0.0,0.0,68219.1,0.1229700189910084
106503,0,0,94500.0,239850.0,23494.5,225000.0,0.019689,-24758,365243,-3236.0,-5169,,1.0,2,2,9,0,0,0,0,0,0,,0.3088161356380574,0.7751552674785404,0.0794,0.063,0.9747,0.6532,0.0493,0.0,0.1379,0.1667,0.2083,0.0554,0.0605,0.0559,0.0193,0.025,0.0809,0.0653,0.9747,0.6668,0.0498,0.0,0.1379,0.1667,0.2083,0.0566,0.0661,0.0583,0.0195,0.0264,0.0802,0.063,0.9747,0.6578,0.0496,0.0,0.1379,0.1667,0.2083,0.0563,0.0616,0.0569,0.0194,0.0255,0.0663,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,6,1,4,3,1,3,0,0,0,1,0,0,-1594.0,0.0,0.0,33615.0,0.023967856600941664
106633,0,1,202500.0,1762110.0,48586.5,1575000.0,0.04622,-14825,-1660,-5319.0,-4719,,3.0,1,1,13,0,0,0,0,1,1,0.8109882782634809,0.7299502618427878,0.5744466170995097,0.0619,0.0815,0.9881,,,0.0,0.1034,0.1667,,,,,,,0.063,0.0846,0.9881,,,0.0,0.1034,0.1667,,,,,,,0.0625,0.0815,0.9881,,,0.0,0.1034,0.1667,,,,,,,0.0524,1.0,0.0,1.0,0.0,-2717.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,6,4,1,1,1,6,0,1,0,1,0,0,-1188.0,0.0,0.0,438457.5,0.08332413729208941
106677,0,1,202500.0,640080.0,31261.5,450000.0,0.025164,-17385,-135,-6108.0,-925,,3.0,2,2,8,0,0,0,0,0,0,,0.6617645041141645,0.5495965024956946,0.0825,0.0521,0.9608,0.4628,0.0599,0.0,0.1724,0.125,0.1667,0.0253,0.0672,0.0579,0.0,0.0,0.084,0.054000000000000006,0.9608,0.4838,0.0604,0.0,0.1724,0.125,0.1667,0.0259,0.0735,0.0603,0.0,0.0,0.0833,0.0521,0.9608,0.47,0.0603,0.0,0.1724,0.125,0.1667,0.0258,0.0684,0.0589,0.0,0.0,0.0783,0.0,0.0,0.0,0.0,-2387.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,6,0,4,1,1,2,0,1,0,1,1,0,-327.0,0.0,0.0,283500.0,0.18157254295212016
106821,1,1,126000.0,640080.0,31261.5,450000.0,0.035792000000000004,-13909,-1275,-7547.0,-4185,12.0,3.0,2,2,12,0,0,0,0,0,0,,0.7102953584845626,0.8337869986815019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-570.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,5,4,4,0,1,4,0,1,0,1,0,0,-1015.0,0.0,0.0,100619.55,0.06845391335563276
106831,1,1,405000.0,225000.0,17905.5,225000.0,0.0228,-16535,-2524,-5089.0,-90,14.0,3.0,2,2,9,0,0,0,0,0,0,,0.7819737238390391,0.43473324875017305,0.3299,0.0837,0.9911,0.8776,0.0737,0.36,0.3103,0.3333,,,0.2664,0.4758,0.0116,0.0328,0.3361,0.0869,0.9911,0.8824,0.0743,0.3625,0.3103,0.3333,,,0.2911,0.4958,0.0117,0.0348,0.3331,0.0837,0.9911,0.8792,0.0741,0.36,0.3103,0.3333,,,0.2711,0.4844,0.0116,0.0335,0.3814,0.0,0.0,0.0,0.0,-2476.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,0,6,0,1,1,1,5,0,1,0,1,0,0,-2521.0,0.0,0.0,1298259.0,0.04812958779354545
106922,0,0,81000.0,130320.0,9873.0,112500.0,0.011703,-18516,-2395,-10871.0,-2044,,2.0,2,2,13,0,0,0,0,0,0,,0.5975808282923569,0.4294236843421945,0.0649,0.0214,0.9762,0.6736,0.0077,0.0,0.1379,0.125,0.1667,0.0143,0.053,0.0507,0.0,0.0,0.0662,0.0222,0.9762,0.6864,0.0078,0.0,0.1379,0.125,0.1667,0.0147,0.0579,0.0528,0.0,0.0,0.0656,0.0214,0.9762,0.6779999999999999,0.0078,0.0,0.1379,0.125,0.1667,0.0146,0.0539,0.0516,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,-605.0,0.0,0.0,0.0,1.0,0.0,3.0,1,0,0,6,0,4,0,1,4,0,1,0,1,0,0,-1487.0,0.0,0.0,18495.0,0.07712141959164523
106926,0,0,112500.0,225000.0,13896.0,225000.0,0.04622,-19581,365243,-8503.0,-3144,,2.0,1,1,12,0,0,0,0,0,0,,0.7170381850325622,0.5262949398096192,0.0412,,0.9886,0.8436,0.0066,0.0,0.069,0.1667,0.2083,0.0,0.0336,0.0456,0.0,0.0,0.042,,0.9886,0.8497,0.0066,0.0,0.069,0.1667,0.2083,0.0,0.0367,0.0475,0.0,0.0,0.0416,,0.9886,0.8457,0.0066,0.0,0.069,0.1667,0.2083,0.0,0.0342,0.0464,0.0,0.0,0.0395,1.0,0.0,1.0,0.0,-447.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,6,1,4,1,1,6,0,0,0,1,1,0,-413.0,0.0,0.0,85212.0,0.07557529791330216
107110,1,0,211500.0,755190.0,36459.0,675000.0,0.001276,-19478,365243,-4352.0,-215,,1.0,2,2,11,0,0,0,0,0,0,0.7855705447830051,0.6057720159543489,,0.0531,0.0519,0.9771,0.6872,0.0126,0.0,0.069,0.1667,0.2083,0.0168,0.0433,0.0268,0.0,0.0,0.0473,0.0512,0.9772,0.6994,0.0071,0.0,0.069,0.1667,0.2083,0.0142,0.0413,0.0278,0.0,0.0,0.0536,0.0519,0.9771,0.6914,0.0126,0.0,0.069,0.1667,0.2083,0.0171,0.044000000000000004,0.0273,0.0,0.0,0.0304,7.0,0.0,7.0,0.0,-168.0,,,,,,,0,0,0,6,1,1,2,1,1,0,0,0,1,0,0,,,,,0.13285757862611583
107137,0,0,90000.0,900000.0,26316.0,900000.0,0.020246,-11981,-644,-5997.0,-1314,15.0,2.0,3,3,13,0,0,0,0,0,0,0.3226298592605608,0.46522306873764796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,11.0,0.0,-609.0,,,,,,,0,1,0,6,0,1,1,5,5,0,1,0,1,0,0,,,,,0.07582749561239395
107148,0,2,54000.0,585000.0,18999.0,585000.0,0.02461,-13519,-2436,-5499.0,-1780,,4.0,2,2,9,0,0,0,0,0,0,0.6491656795982234,0.6401967806420296,0.7295666907060153,0.0186,,0.9856,,,0.0,0.1034,0.0417,,,,,,,0.0189,,0.9856,,,0.0,0.1034,0.0417,,,,,,,0.0187,,0.9856,,,0.0,0.1034,0.0417,,,,,,,0.0131,0.0,0.0,0.0,0.0,-1702.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,6,4,4,1,1,2,0,1,1,1,1,0,-1235.0,0.0,0.0,119182.5,0.08023603184788165
107151,0,0,90000.0,327024.0,18391.5,270000.0,0.018801,-16582,-3698,-9463.0,-59,,2.0,2,2,10,0,0,0,0,0,0,,0.5845846922657391,0.5064842396679806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-1583.0,0.0,0.0,0.0,1.0,0.0,8.0,0,0,1,6,4,4,1,5,0,0,1,0,1,1,0,-477.0,0.0,0.0,207000.0,0.08035549339935441
107207,0,0,112500.0,1218708.0,35761.5,873000.0,0.014464,-17605,-5343,-6372.0,-1081,11.0,2.0,2,2,5,0,0,0,0,0,0,0.5926967260833549,0.0017670956778390622,0.6023863442690867,0.0412,0.0366,0.9767,0.6804,0.0042,0.0,0.069,0.1667,0.0417,0.0238,0.0319,0.0338,0.0077,0.0073,0.042,0.0379,0.9767,0.6929,0.0043,0.0,0.069,0.1667,0.0417,0.0244,0.0349,0.0352,0.0078,0.0077,0.0416,0.0366,0.9767,0.6847,0.0043,0.0,0.069,0.1667,0.0417,0.0243,0.0325,0.0344,0.0078,0.0074,0.0282,2.0,0.0,2.0,0.0,-377.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,6,2,4,1,1,4,0,1,0,1,0,0,-820.0,0.0,0.0,180000.0,0.08754022451390882
107242,0,0,225000.0,495000.0,36148.5,495000.0,0.028663,-20062,-297,-1513.0,-2163,,2.0,2,2,14,0,1,1,0,1,1,0.26694349351366664,0.5488724612319316,0.4543210601605785,0.0237,0.0474,0.9975,0.966,0.004,0.0,0.069,0.0833,0.125,0.0204,0.0193,0.0223,0.0,0.0,0.0242,0.0492,0.9975,0.9673,0.004,0.0,0.069,0.0833,0.125,0.0208,0.0211,0.0232,0.0,0.0,0.0239,0.0474,0.9975,0.9665,0.004,0.0,0.069,0.0833,0.125,0.0207,0.0197,0.0227,0.0,0.0,0.0175,3.0,0.0,3.0,0.0,-49.0,0.0,0.0,0.0,0.0,3.0,4.0,1,0,1,6,4,4,1,1,0,0,1,0,1,0,0,-2570.0,0.0,0.0,360000.0,0.06617170448265611
107317,0,0,225000.0,2085120.0,63351.0,1800000.0,0.003818,-17264,365243,-3853.0,-819,,1.0,2,2,5,0,0,0,0,0,0,,0.3855604612729471,0.8528284668510541,0.0619,0.0818,0.9886,0.8436,0.0154,0.0,0.1034,0.1667,0.0,0.0101,0.0504,0.0407,0.0,0.0388,0.063,0.0849,0.9886,0.8497,0.0156,0.0,0.1034,0.1667,0.0,0.0103,0.0551,0.0424,0.0,0.0411,0.0625,0.0818,0.9886,0.8457,0.0155,0.0,0.1034,0.1667,0.0,0.0103,0.0513,0.0415,0.0,0.0396,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,6,1,4,2,1,2,0,0,0,1,0,0,-2078.0,0.0,0.0,31455.0,0.043970265824895945
107336,0,0,135000.0,254700.0,24939.0,225000.0,0.018801,-24755,-3083,-14097.0,-4586,,2.0,2,2,9,0,0,0,0,0,0,,0.6295114415591485,0.8463780633178121,0.0928,0.0999,0.9767,0.6804,0.0,0.0,0.2069,0.1667,0.2083,0.0558,0.0756,0.0608,0.0,0.0935,0.0945,0.1037,0.9767,0.6929,0.0,0.0,0.2069,0.1667,0.2083,0.057,0.0826,0.0634,0.0,0.099,0.0937,0.0999,0.9767,0.6847,0.0,0.0,0.2069,0.1667,0.2083,0.0567,0.077,0.0619,0.0,0.0955,0.0682,0.0,0.0,0.0,0.0,-1715.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,6,4,4,1,1,4,0,1,0,1,0,0,-2898.0,0.0,0.0,30712.5,0.02507000787377802
107397,0,0,135000.0,848745.0,46044.0,675000.0,0.020246,-10150,-1701,-1208.0,-2819,,2.0,3,3,10,0,0,0,0,0,0,0.2607951056828148,0.35778427889278475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-435.0,,,,,,,1,0,1,6,4,4,1,1,3,0,1,0,1,0,0,,,,,0.22457464071710043
107437,0,0,81000.0,203760.0,11826.0,180000.0,0.02461,-23909,365243,-2071.0,-4262,,1.0,2,2,10,0,0,0,0,0,0,,0.5195087918736095,0.5028782772082183,0.0186,0.0318,0.9871,0.8232,0.0028,0.0,0.069,0.0833,0.125,0.0307,0.0151,0.0206,0.0,0.0,0.0189,0.033,0.9871,0.8301,0.0029,0.0,0.069,0.0833,0.125,0.0314,0.0165,0.0215,0.0,0.0,0.0187,0.0318,0.9871,0.8256,0.0028,0.0,0.069,0.0833,0.125,0.0312,0.0154,0.021,0.0,0.0,0.0178,0.0,0.0,0.0,0.0,-1334.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,6,1,4,4,1,1,0,0,0,1,1,0,-2069.0,0.0,0.0,25861.5,0.025619591697788067
107613,0,2,315000.0,1202179.5,80662.5,1152000.0,0.01885,-13242,-6361,-6111.0,-3181,8.0,4.0,2,2,13,0,0,0,0,0,0,,0.5887419487287335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1085.0,,,,,,,1,1,1,6,4,4,1,1,0,0,1,1,1,0,0,,,,,0.08500013941823731
107616,0,1,315000.0,675000.0,53460.0,675000.0,0.008625,-12346,-986,-6068.0,-1787,8.0,2.0,2,2,15,0,0,0,0,0,0,,0.3152801554938419,0.3296550543128238,0.0619,0.0485,0.9831,0.7688,0.0072,0.0,0.1379,0.1667,0.2083,0.0338,0.0504,0.0558,0.0,0.0,0.063,0.0504,0.9831,0.7779,0.0073,0.0,0.1379,0.1667,0.2083,0.0346,0.0551,0.0582,0.0,0.0,0.0625,0.0485,0.9831,0.7719,0.0073,0.0,0.1379,0.1667,0.2083,0.0344,0.0513,0.0568,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,-728.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,6,0,1,2,5,4,0,1,0,1,0,0,-78.0,0.0,0.0,135000.0,0.05816925753994183
107628,0,0,112500.0,1080000.0,42831.0,1080000.0,0.04622,-14655,-4477,-8535.0,-5187,,2.0,1,1,14,0,0,0,0,1,1,0.4350196870196581,0.7245151745205162,0.6092756673894402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,0.0,0.0,0.0,0.0,-2288.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,6,4,4,1,1,4,0,1,0,1,0,0,-1430.0,0.0,0.0,87148.8,0.07937315964575875
107660,0,0,157500.0,239850.0,25578.0,225000.0,0.04622,-8844,-548,-8844.0,-1503,,2.0,1,1,14,0,1,1,0,0,0,0.43542817111001697,0.7285643276077505,,0.2196,0.1227,0.9771,,,0.24,0.2069,0.3333,,0.0251,,0.1443,,0.0092,0.2237,0.1273,0.9772,,,0.2417,0.2069,0.3333,,0.0257,,0.1504,,0.0097,0.2217,0.1227,0.9771,,,0.24,0.2069,0.3333,,0.0256,,0.1469,,0.0094,0.1732,0.0,0.0,0.0,0.0,-498.0,,,,,,,0,0,1,6,0,1,0,2,3,0,1,0,1,0,0,,,,,0.08915648114977352
107702,0,0,77400.0,284400.0,9211.5,225000.0,0.018634,-21539,365243,-9836.0,-4325,,2.0,2,2,11,0,0,0,0,0,0,,0.2138599862860482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,,,,,,,0,0,0,6,1,4,1,1,5,0,0,0,1,0,0,,,,,0.0628143416224855
107750,0,1,216000.0,545040.0,26640.0,450000.0,0.014464,-16131,-2815,-2817.0,-4783,13.0,3.0,2,2,4,0,0,0,0,1,1,0.6115267934306756,0.06633528321181062,0.7826078370261895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-508.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,6,0,4,1,3,0,0,1,1,1,1,0,-777.0,0.0,0.0,1226250.0,0.046983945843913445
107755,0,0,180000.0,808650.0,23773.5,675000.0,0.020713,-17696,-8307,-8119.0,-724,,2.0,3,3,9,0,0,0,0,0,0,0.7380248826267912,0.4292730441647094,,0.0021,0.0,0.9707,0.5988,0.0,0.0,0.0345,0.0,0.0417,0.0218,0.0017,0.002,0.0,0.0,0.0021,0.0,0.9707,0.6145,0.0,0.0,0.0345,0.0,0.0417,0.0223,0.0018,0.0021,0.0,0.0,0.0021,0.0,0.9707,0.6042,0.0,0.0,0.0345,0.0,0.0417,0.0221,0.0017,0.002,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,1,6,2,4,1,1,1,0,1,0,1,0,0,,,,,0.09953503019718835
107770,0,1,90000.0,814041.0,23800.5,679500.0,0.035792000000000004,-14770,-219,-1847.0,-4336,12.0,3.0,2,2,13,0,0,0,0,1,1,,0.5428824746149999,0.7862666146611379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,6,0,4,1,1,4,0,1,1,1,0,0,-2757.0,0.0,0.0,25663.77,0.06626851551439532
107795,0,0,270000.0,278613.0,30136.5,252000.0,0.04622,-20146,-1218,-4730.0,-3090,,2.0,1,1,10,0,0,0,0,1,1,,0.47960528434443,0.3606125659189888,0.0619,,0.9806,,,0.0,0.1379,0.1667,0.0417,0.0399,0.0504,0.0577,,0.021,0.063,,0.9806,,,0.0,0.1379,0.1667,0.0417,0.0408,0.0551,0.0601,,0.0222,0.0625,,0.9806,,,0.0,0.1379,0.1667,0.0417,0.0406,0.0513,0.0587,,0.0214,0.05,4.0,0.0,4.0,0.0,-58.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,4,1,1,1,0,1,0,1,0,0,-291.0,0.0,0.0,494550.0,0.07029731097602161
107894,0,2,135000.0,477000.0,17653.5,477000.0,0.0228,-12663,-4752,-2187.0,-4084,,4.0,2,2,13,0,0,0,0,1,1,0.3974588552388828,0.4892064418174952,,0.0804,0.0,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0732,,0.0,0.0819,0.0,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0763,,0.0,0.0812,0.0,0.9841,,,0.0,0.1379,0.1667,,0.0,,0.0745,,0.0,0.0669,0.0,0.0,0.0,0.0,-1389.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,6,2,1,1,1,0,0,1,0,1,0,0,-1113.0,0.0,0.0,135000.0,0.06620729445657415
107903,0,3,90000.0,239850.0,25317.0,225000.0,0.007120000000000001,-15436,-1941,-1470.0,-2693,16.0,5.0,2,2,15,0,0,0,0,0,0,,0.3805374141069877,0.5989262182569273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,0,6,0,4,1,1,5,0,1,0,1,0,0,-1608.0,0.0,0.0,44578.8,0.05268319314810425
